evnum  e_px   e_py   e_pz  piPlus_px  piPlus_py  piPlus_pz  piMinus_px  piMinus_py  piMinus_pz  x     y     Q2    W     Mmiss  Zpair   Mh     gamma  epsilon  dp_A   dp_C  dp_W  s_Harut  s_PRL  s_Fiducial
7981   0.38   -1.02  5.34  -0.11      -0.08      1.44       0.26        -0.41       1.41        0.24  0.49  2.33  2.87  1.22   0.57    0.57   0.30   0.80     2.53   0.35  1.38  0        0      1
7981   0.38   -1.02  5.34  -0.25      -0.21      0.75       0.26        -0.41       1.41        0.24  0.49  2.33  2.87  1.32   0.45    0.60   0.30   0.80     2.53   0.35  1.38  0        0      1
8037   0.35   -0.47  2.06  -0.31      -0.34      1.06       -0.30       0.56        2.20        0.11  0.80  1.75  3.87  2.70   0.41    0.95   0.16   0.38     3.71   0.47  2.52  0        0      1
8058   0.31   -0.66  3.35  -0.32      0.15       1.51       0.21        0.46        1.32        0.12  0.68  1.67  3.56  2.60   0.42    0.68   0.18   0.57     4.33   0.44  2.98  0        0      0
8058   0.31   -0.66  3.35  -0.04      0.19       0.70       0.21        0.46        1.32        0.12  0.68  1.67  3.56  2.80   0.30    0.36   0.18   0.57     4.33   0.44  2.98  0        0      0
8241   1.13   0.23   7.37  -0.31      0.40       0.55       -0.32       -0.16       0.75        0.32  0.30  1.90  2.21  1.39   0.51    0.66   0.44   0.93     4.49   0.23  1.48  0        0      1
8252   -0.93  -0.21  5.45  0.49       0.61       2.10       0.35        -0.21       1.21        0.18  0.48  1.74  2.94  1.65   0.70    0.79   0.26   0.81     4.68   0.35  2.52  0        0      0
8305   -0.45  -0.87  6.76  -0.01      -0.33      1.29       0.06        0.41        1.12        0.21  0.36  1.50  2.54  1.36   0.67    0.81   0.32   0.90     7.14   0.28  2.86  0        0      1
8335   -0.42  0.44   2.59  0.02       -0.21      0.96       0.50        0.40        1.48        0.10  0.75  1.52  3.78  2.79   0.33    0.75   0.15   0.46     5.05   0.46  3.52  0        0      0
8344   -0.37  0.37   1.57  -0.21      -0.35      2.03       -0.13       0.30        0.57        0.11  0.84  1.82  3.98  3.00   0.31    0.81   0.15   0.29     3.35   0.48  2.14  0        0      1
8354   -0.33  0.55   1.30  0.32       0.20       1.92       -0.26       0.29        0.50        0.18  0.86  3.17  3.86  2.73   0.28    0.84   0.19   0.25     1.08   0.48  0.65  0        0      1
8354   -0.33  0.55   1.30  -0.12      -0.08      0.97       -0.26       0.29        0.50        0.18  0.86  3.17  3.86  3.00   0.18    0.58   0.19   0.25     1.08   0.48  0.65  0        0      1
8355   -0.39  0.57   3.58  0.09       -0.39      1.13       0.37        0.49        0.93        0.11  0.66  1.39  3.54  2.44   0.33    0.97   0.17   0.61     6.37   0.43  4.34  0        0      1
8371   0.02   0.97   2.74  0.43       -0.03      4.09       0.45        -0.38       0.62        0.25  0.73  3.57  3.43  1.51   0.65    1.29   0.25   0.49     0.90   0.45  0.62  0        0      1
8393   -0.65  -0.16  3.20  0.27       0.29       1.53       0.38        0.12        1.12        0.11  0.69  1.49  3.63  2.73   0.38    0.37   0.17   0.55     5.41   0.45  3.75  1        0      1
8393   -0.65  -0.16  3.20  0.27       0.29       1.53       0.11        -0.38       0.54        0.11  0.69  1.49  3.63  2.73   0.31    0.85   0.17   0.55     5.41   0.45  3.75  0        0      1
8393   -0.65  -0.16  3.20  -0.58      0.02       1.30       0.38        0.12        1.12        0.11  0.69  1.49  3.63  2.51   0.36    0.99   0.17   0.55     5.41   0.45  3.75  1        0      1
8393   -0.65  -0.16  3.20  -0.58      0.02       1.30       0.11        -0.38       0.54        0.11  0.69  1.49  3.63  2.33   0.29    0.85   0.17   0.55     5.41   0.45  3.75  0        0      1
8577   0.23   -0.26  1.25  0.53       -0.11      1.51       -0.44       -0.53       2.36        0.06  0.88  1.01  4.16  2.67   0.44    1.09   0.11   0.24     10.71  0.49  6.40  0        0      1
8577   0.23   -0.26  1.25  -0.21      -0.04      0.69       -0.44       -0.53       2.36        0.06  0.88  1.01  4.16  3.00   0.34    0.41   0.11   0.24     10.71  0.49  6.40  0        0      1
8646   -1.30  0.12   3.30  -0.18      -0.09      0.80       1.01        0.13        4.78        0.40  0.66  5.29  2.97  1.38   0.81    0.98   0.33   0.57     0.41   0.42  0.28  0        0      1
8680   0.39   1.28   3.70  -0.29      -0.35      2.39       -0.01       -0.49       0.64        0.40  0.63  4.98  2.90  1.93   0.49    0.79   0.33   0.62     0.48   0.41  0.31  0        0      1
8756   0.36   0.20   1.15  -0.86      -0.38      1.78       0.96        -2.14       16.99       0.08  0.88  1.48  4.12  3.76   2.04    2.95   0.13   0.22     4.99   0.49  2.90  0        0      0
8824   0.20   0.90   1.29  0.24       -0.52      1.11       -0.46       -0.31       1.61        0.37  0.85  6.27  3.40  2.33   0.33    0.81   0.28   0.26     0.27   0.47  0.16  0        0      1
8928   -0.33  0.61   3.41  -0.33      -0.07      1.32       0.38        0.10        1.01        0.11  0.67  1.49  3.57  2.69   0.35    0.79   0.17   0.58     5.52   0.44  3.79  0        0      0
8928   -0.33  0.61   3.41  -0.19      0.55       1.08       0.38        0.10        1.01        0.11  0.67  1.49  3.57  2.28   0.33    0.77   0.17   0.58     5.52   0.44  3.79  0        0      0
9029   0.10   0.39   1.07  -0.48      0.03       1.27       -0.33       0.04        0.48        0.09  0.89  1.54  4.13  3.14   0.21    0.37   0.13   0.20     4.61   0.49  2.61  0        0      1
9029   0.10   0.39   1.07  0.09       -0.33      0.55       -0.33       0.04        0.48        0.09  0.89  1.54  4.13  3.34   0.13    0.63   0.13   0.20     4.61   0.49  2.61  0        0      1
9082   0.95   1.08   3.58  0.02       -0.22      1.22       -0.15       -0.76       0.97        0.47  0.64  5.93  2.76  1.69   0.37    0.68   0.36   0.61     0.33   0.41  0.21  0        0      1
9082   0.95   1.08   3.58  0.02       -0.22      1.22       0.44        -0.18       1.12        0.47  0.64  5.93  2.76  1.66   0.37    0.51   0.36   0.61     0.33   0.41  0.21  0        0      1
9138   1.07   0.49   3.42  -0.06      -0.28      0.86       -0.33       0.24        1.31        0.32  0.66  4.20  3.13  2.42   0.33    0.64   0.29   0.59     0.67   0.42  0.45  0        0      1
9144   0.24   -0.06  0.64  -0.20      0.41       3.70       0.24        0.74        6.03        0.05  0.94  0.99  4.30  0.48   0.99    0.53   0.10   0.12     11.03  0.50  5.12  0        0      1
9144   0.24   -0.06  0.64  0.15       0.17       0.89       0.24        0.74        6.03        0.05  0.94  0.99  4.30  2.10   0.71    0.53   0.10   0.12     11.03  0.50  5.12  0        0      1
9261   -0.64  -0.31  2.71  0.67       -0.16      1.11       -0.26       0.25        0.44        0.13  0.74  1.93  3.69  2.54   0.24    1.01   0.18   0.48     3.12   0.46  2.17  0        0      1
9261   -0.64  -0.31  2.71  0.11       -0.15      1.07       -0.26       0.25        0.44        0.13  0.74  1.93  3.69  2.91   0.21    0.72   0.18   0.48     3.12   0.46  2.17  0        0      1
9289   0.23   0.70   4.40  -0.34      -0.38      1.58       0.17        -0.31       0.32        0.11  0.58  1.30  3.33  2.39   0.35    0.75   0.19   0.71     7.72   0.40  4.89  0        0      0
9361   -1.57  -0.53  5.89  0.96       0.45       2.79       0.20        0.35        0.43        0.58  0.42  4.85  2.11  0.93   0.80    0.76   0.49   0.84     0.56   0.30  0.26  0        0      1
9470   0.36   0.29   1.49  0.11       -0.79      3.98       0.57        -0.24       1.62        0.09  0.85  1.49  4.04  1.86   0.64    0.89   0.13   0.28     5.03   0.48  3.16  0        0      0
9509   -0.49  -0.31  0.82  -0.28      0.27       1.09       0.83        0.46        2.15        0.22  0.91  3.98  3.86  2.50   0.37    1.02   0.21   0.17     0.68   0.49  0.35  0        0      1
9581   -0.61  0.92   6.63  -0.09      -0.21      0.86       0.34        0.43        0.59        0.27  0.37  1.94  2.49  1.35   0.44    0.86   0.36   0.89     4.09   0.28  1.68  0        0      1
9590   0.24   1.15   6.26  -0.04      -0.36      0.49       -0.46       -0.19       1.14        0.29  0.40  2.33  2.55  1.76   0.44    0.55   0.36   0.87     2.72   0.30  1.22  0        0      0
9608   -0.26  -0.73  2.19  -0.37      0.04       0.59       -0.53       0.02        1.79        0.18  0.78  2.84  3.68  2.41   0.31    0.44   0.20   0.40     1.40   0.47  0.95  0        0      1
9712   0.28   -0.40  1.29  0.40       0.57       2.24       0.08        0.29        0.52        0.11  0.87  1.91  4.03  2.84   0.32    0.45   0.15   0.25     3.01   0.49  1.81  0        0      1
9728   0.77   -0.11  3.28  -0.79      0.29       4.04       0.56        0.25        0.99        0.14  0.68  1.94  3.54  1.58   0.73    1.57   0.19   0.57     3.19   0.44  2.20  0        0      0
9728   0.77   -0.11  3.28  -0.50      -0.06      1.60       0.56        0.25        0.99        0.14  0.68  1.94  3.54  2.27   0.39    1.19   0.19   0.57     3.19   0.44  2.20  0        0      0
9775   0.34   0.91   6.58  -0.13      0.23       0.55       -0.47       -0.59       0.75        0.21  0.37  1.52  2.60  1.55   0.43    0.83   0.31   0.89     6.77   0.29  2.85  0        0      0
9796   -0.36  -0.56  2.27  0.05       0.18       1.24       0.39        -0.14       0.68        0.13  0.78  2.02  3.79  3.01   0.25    0.64   0.17   0.41     2.81   0.47  1.92  0        0      1
9805   1.07   0.13   6.04  -0.61      -0.04      2.57       0.15        -0.24       0.37        0.24  0.42  2.02  2.69  1.47   0.70    0.92   0.32   0.85     3.61   0.32  1.72  0        0      1
9818   0.33   -0.43  0.97  0.22       0.16       0.83       -0.48       -0.03       1.44        0.17  0.90  3.02  3.96  3.16   0.25    0.75   0.18   0.19     1.19   0.49  0.65  0        0      1
9848   -0.87  -0.04  3.63  -0.00      0.32       0.35       0.38        -0.07       1.02        0.17  0.65  2.16  3.41  2.63   0.23    0.68   0.21   0.61     2.62   0.43  1.77  0        0      1
9943   0.70   -0.89  6.14  -0.17      0.45       1.10       0.26        0.32        0.81        0.27  0.41  2.20  2.62  1.70   0.49    0.53   0.34   0.86     3.04   0.31  1.41  0        0      1
9964   1.18   0.29   5.62  0.28       0.27       1.39       -0.79       -0.64       1.48        0.30  0.46  2.77  2.69  1.23   0.67    1.39   0.34   0.82     1.81   0.33  0.93  0        0      1
20     -0.35  -0.69  2.42  -0.34      0.11       0.39       -0.35       0.38        1.70        0.17  0.76  2.58  3.66  2.50   0.29    0.59   0.20   0.44     1.72   0.46  1.18  0        0      1
139    0.32   -0.67  2.92  -0.22      0.11       1.33       0.47        0.75        1.74        0.14  0.72  1.95  3.63  2.35   0.44    0.88   0.18   0.51     3.10   0.45  2.15  1        0      1
139    0.32   -0.67  2.92  -0.22      0.11       1.33       0.39        0.22        1.57        0.14  0.72  1.95  3.63  2.71   0.40    0.67   0.18   0.51     3.10   0.45  2.15  1        0      1
175    0.70   -0.52  2.01  -0.02      0.29       0.77       -0.52       -0.38       1.53        0.24  0.79  3.80  3.59  2.64   0.30    0.82   0.23   0.37     0.77   0.47  0.51  0        0      1
175    0.70   -0.52  2.01  0.02       0.12       0.75       -0.52       -0.38       1.53        0.24  0.79  3.80  3.59  2.70   0.29    0.65   0.23   0.37     0.77   0.47  0.51  0        0      1
178    0.19   0.91   4.66  0.21       -0.50      1.22       0.13        -0.31       0.29        0.18  0.55  1.93  3.15  2.22   0.31    0.46   0.24   0.73     3.54   0.39  2.15  0        0      0
182    -0.26  0.72   3.24  0.06       -0.09      1.03       0.28        -0.58       1.78        0.14  0.69  1.90  3.55  2.65   0.41    0.45   0.19   0.56     3.34   0.44  2.30  0        0      0
205    -0.64  1.09   4.58  0.59       -0.36      1.31       0.31        -0.96       2.59        0.33  0.55  3.66  2.86  1.30   0.73    0.69   0.33   0.72     0.95   0.38  0.57  1        0      1
284    -0.51  0.93   6.32  0.28       -0.50      2.49       0.10        -0.33       0.39        0.24  0.40  1.88  2.62  1.46   0.74    0.69   0.33   0.87     4.26   0.30  1.90  0        0      1
310    0.39   0.69   3.96  0.29       -0.11      1.88       -0.05       -0.38       1.21        0.14  0.62  1.69  3.39  2.36   0.48    0.56   0.20   0.65     4.42   0.42  2.92  1        1      1
310    0.39   0.69   3.96  0.29       -0.11      1.88       0.15        -0.39       0.64        0.14  0.62  1.69  3.39  2.33   0.41    0.66   0.20   0.65     4.42   0.42  2.92  0        0      1
351    -0.51  1.01   6.49  0.30       -0.25      0.59       -0.63       -0.22       1.67        0.28  0.38  2.08  2.52  1.21   0.63    0.96   0.36   0.88     3.51   0.29  1.50  0        0      1
476    -0.17  -0.54  2.77  -0.44      0.00       1.90       -0.83       0.42        1.96        0.08  0.73  1.21  3.78  1.78   0.53    0.60   0.14   0.49     8.00   0.46  5.60  0        0      0
584    0.01   0.59   1.85  0.03       0.54       2.02       -0.45       -0.07       1.04        0.12  0.82  1.98  3.89  2.59   0.37    0.86   0.16   0.34     2.87   0.48  1.90  0        0      1
705    0.41   -0.78  4.50  0.17       0.21       2.70       -0.42       0.27        1.51        0.16  0.57  1.80  3.22  1.81   0.72    0.77   0.22   0.72     4.03   0.40  2.51  0        0      1
720    -0.27  0.54   2.13  -0.19      0.15       0.63       0.42        0.24        0.93        0.11  0.79  1.79  3.85  2.96   0.21    0.64   0.16   0.39     3.55   0.47  2.42  0        0      0
783    -0.20  -0.63  3.32  -0.21      -0.04      0.74       0.91        0.37        2.25        0.10  0.68  1.39  3.61  2.32   0.45    0.99   0.16   0.57     6.27   0.44  4.33  0        0      1
796    -0.27  -1.02  6.16  -0.22      0.88       2.15       0.41        0.16        0.46        0.23  0.41  1.92  2.67  1.38   0.69    1.01   0.32   0.86     4.06   0.31  1.88  0        0      0
796    -0.27  -1.02  6.16  -0.29      -0.08      0.60       0.41        0.16        0.46        0.23  0.41  1.92  2.67  1.80   0.31    0.81   0.32   0.86     4.06   0.31  1.88  0        0      0
834    0.10   1.16   3.09  0.13       -0.25      1.28       -0.04       -0.63       1.26        0.33  0.69  4.53  3.17  2.33   0.37    0.49   0.29   0.54     0.56   0.43  0.38  1        1      1
851    -0.75  -0.14  3.57  -0.18      0.27       0.78       0.44        -0.19       0.64        0.13  0.66  1.70  3.50  2.65   0.24    0.83   0.19   0.60     4.27   0.43  2.90  0        0      1
888    -0.84  -0.70  2.85  0.27       0.28       2.33       -0.31       0.54        1.58        0.30  0.71  4.30  3.28  1.99   0.54    0.78   0.27   0.51     0.62   0.44  0.42  0        0      0
939    -0.96  -0.01  4.02  0.42       0.39       2.11       0.31        -0.42       1.04        0.20  0.61  2.40  3.26  2.13   0.52    0.92   0.24   0.66     2.17   0.41  1.42  0        0      1
939    -0.96  -0.01  4.02  -0.06      0.27       0.88       0.31        -0.42       1.04        0.20  0.61  2.40  3.26  2.42   0.33    0.81   0.24   0.66     2.17   0.41  1.42  0        0      1
977    -0.25  -0.66  2.13  -0.21      0.63       4.49       0.65        -0.24       0.90        0.16  0.79  2.44  3.76  1.85   0.68    1.72   0.19   0.39     1.89   0.47  1.28  0        0      1
977    -0.25  -0.66  2.13  0.15       0.23       1.64       0.65        -0.24       0.90        0.16  0.79  2.44  3.76  2.46   0.34    0.91   0.19   0.39     1.89   0.47  1.28  0        0      1
977    -0.25  -0.66  2.13  -0.47      0.03       0.94       0.65        -0.24       0.90        0.16  0.79  2.44  3.76  2.35   0.26    1.19   0.19   0.39     1.89   0.47  1.28  0        0      1
977    -0.25  -0.66  2.13  0.11       -0.13      0.68       0.65        -0.24       0.90        0.16  0.79  2.44  3.76  2.54   0.22    0.50   0.19   0.39     1.89   0.47  1.28  0        0      1
998    0.35   0.78   1.41  0.45       -0.49      3.45       -0.35       -1.18       2.45        0.30  0.84  5.07  3.55  1.16   0.70    1.26   0.25   0.28     0.42   0.47  0.26  0        0      1
1106   1.00   0.32   5.24  0.02       0.35       1.43       0.33        -0.39       0.65        0.23  0.50  2.23  2.92  1.54   0.44    0.96   0.28   0.79     2.76   0.36  1.53  0        0      0
1112   -0.67  -0.09  2.80  0.25       0.27       1.80       -0.54       0.54        1.90        0.12  0.73  1.73  3.69  2.10   0.50    0.86   0.17   0.49     3.93   0.46  2.74  1        0      1
1153   -0.94  -0.00  6.23  0.23       -0.26      0.45       0.74        0.39        1.81        0.19  0.41  1.50  2.73  1.61   0.60    0.79   0.28   0.87     6.73   0.31  3.09  0        0      0
1156   -0.70  -0.52  2.17  0.73       0.34       1.99       -0.01       0.45        1.51        0.23  0.78  3.54  3.59  2.36   0.45    0.74   0.23   0.40     0.89   0.46  0.60  0        0      0
1156   -0.70  -0.52  2.17  0.09       -0.21      0.64       -0.01       0.45        1.51        0.23  0.78  3.54  3.59  2.84   0.28    0.70   0.23   0.40     0.89   0.46  0.60  0        0      0
1237   0.49   0.23   1.05  -0.21      0.06       1.76       0.17        -0.50       1.22        0.16  0.89  2.74  3.98  3.01   0.33    0.80   0.18   0.21     1.45   0.49  0.81  0        0      1
1251   -0.75  0.83   6.05  0.23       0.04       0.65       0.36        -0.51       0.64        0.26  0.42  2.19  2.65  1.86   0.36    0.60   0.33   0.85     3.05   0.31  1.44  0        0      0
1255   -0.34  -0.73  4.87  0.14       0.41       0.60       -0.45       -0.19       1.32        0.13  0.53  1.42  3.18  2.11   0.38    0.93   0.21   0.76     6.72   0.38  3.99  0        0      1
1280   1.03   0.64   2.22  0.25       0.11       1.48       0.00        0.18        0.33        0.43  0.76  6.58  3.07  2.16   0.24    0.48   0.32   0.41     0.25   0.45  0.17  0        0      1
1345   -0.95  -0.32  3.38  0.21       -0.22      0.53       0.14        -0.36       0.85        0.23  0.67  3.08  3.33  2.50   0.22    0.33   0.25   0.58     1.25   0.43  0.85  0        0      1
1390   -0.63  -0.26  1.85  0.24       0.31       1.63       0.29        0.28        0.83        0.16  0.81  2.55  3.81  2.95   0.30    0.39   0.19   0.35     1.71   0.47  1.13  0        0      1
1390   -0.63  -0.26  1.85  0.04       -0.29      0.43       0.29        0.28        0.83        0.16  0.81  2.55  3.81  3.05   0.17    0.68   0.19   0.35     1.71   0.47  1.13  0        0      1
1410   0.54   0.13   2.31  0.34       0.27       3.16       0.28        0.26        0.66        0.09  0.78  1.40  3.86  2.28   0.48    0.70   0.14   0.42     5.81   0.47  4.01  0        0      1
1414   -0.46  -0.29  1.20  0.29       0.50       4.66       0.35        0.17        0.82        0.14  0.88  2.52  3.97  2.38   0.60    0.80   0.17   0.23     1.72   0.49  1.01  0        0      1
1434   0.60   -0.85  5.24  0.13       0.27       0.45       -0.33       0.56        1.14        0.22  0.50  2.19  2.93  2.07   0.36    0.52   0.28   0.79     2.87   0.36  1.60  0        0      1
1483   0.54   1.04   4.17  0.54       -0.02      1.30       -0.33       -0.29       1.19        0.29  0.59  3.43  3.04  1.94   0.43    0.95   0.30   0.68     1.06   0.40  0.67  1        0      1
1483   0.54   1.04   4.17  0.54       -0.02      1.30       -0.01       -0.42       0.54        0.29  0.59  3.43  3.04  1.83   0.34    0.78   0.30   0.68     1.06   0.40  0.67  0        0      1
1510   0.67   0.08   1.39  0.19       0.03       0.56       -0.79       -0.40       3.79        0.19  0.85  3.29  3.82  2.54   0.50    0.92   0.20   0.27     1.01   0.48  0.62  0        0      1
1510   0.67   0.08   1.39  0.19       0.03       0.56       0.34        0.08        0.45        0.19  0.85  3.29  3.82  2.96   0.13    0.34   0.20   0.27     1.01   0.48  0.62  0        0      1
1572   0.34   -0.69  2.62  -0.52      -0.56      2.20       -0.09       0.29        0.78        0.16  0.74  2.35  3.65  2.39   0.40    0.89   0.19   0.47     2.09   0.46  1.45  0        0      1
1652   0.68   0.63   2.68  -0.60      -0.64      1.39       0.01        -0.52       0.74        0.23  0.73  3.32  3.48  1.97   0.33    0.59   0.23   0.48     1.04   0.45  0.71  0        0      0
1652   0.68   0.63   2.68  -0.22      0.17       0.81       0.01        -0.52       0.74        0.23  0.73  3.32  3.48  2.64   0.23    0.79   0.23   0.48     1.04   0.45  0.71  0        0      0
1693   -0.47  0.19   0.65  -0.23      0.54       1.52       0.56        -0.14       1.24        0.20  0.92  3.71  3.94  2.70   0.31    1.08   0.20   0.14     0.78   0.49  0.37  0        0      1
1693   -0.47  0.19   0.65  0.42       -0.17      0.51       0.56        -0.14       1.24        0.20  0.92  3.71  3.94  2.68   0.21    0.41   0.20   0.14     0.78   0.49  0.37  0        0      1
1708   -0.83  -0.03  2.64  0.15       0.36       0.87       -0.14       0.04        0.16        0.19  0.74  2.74  3.58  2.84   0.16    0.52   0.21   0.47     1.54   0.46  1.06  0        0      1
1709   -0.80  0.00   3.66  0.34       -0.17      0.59       0.09        0.62        1.25        0.14  0.65  1.81  3.46  2.41   0.31    0.86   0.20   0.62     3.75   0.43  2.53  0        0      1
1709   -0.80  0.00   3.66  0.34       -0.17      0.59       -0.24       0.37        0.70        0.14  0.65  1.81  3.46  2.54   0.23    0.84   0.20   0.62     3.75   0.43  2.53  0        0      1
1766   0.99   0.10   4.31  -0.79      0.22       2.64       0.36        -0.25       0.63        0.21  0.58  2.40  3.17  1.81   0.57    1.31   0.25   0.70     2.21   0.40  1.40  0        0      1
2016   -0.09  0.38   0.87  0.25       0.19       1.47       0.20        0.44        1.31        0.10  0.91  1.75  4.15  3.08   0.30    0.40   0.14   0.17     3.57   0.49  1.87  0        0      1
2016   -0.09  0.38   0.87  0.13       -0.23      1.31       0.20        0.44        1.31        0.10  0.91  1.75  4.15  3.24   0.28    0.72   0.14   0.17     3.57   0.49  1.87  0        0      1
2033   -0.34  0.37   2.11  -0.11      0.13       0.84       0.86        -0.50       2.74        0.08  0.80  1.25  3.93  2.63   0.45    0.91   0.13   0.38     7.31   0.47  4.99  0        0      1
2034   0.36   0.52   1.65  -0.10      -0.64      1.25       -0.42       0.27        1.27        0.15  0.83  2.52  3.87  2.73   0.32    1.00   0.18   0.31     1.75   0.48  1.13  0        0      0
2086   0.30   1.10   4.88  0.02       -0.43      2.12       -0.60       0.49        1.08        0.27  0.53  2.81  2.93  1.17   0.63    1.30   0.30   0.75     1.67   0.37  0.97  0        0      1
2142   1.22   -0.18  5.79  0.02       0.41       0.84       -0.37       0.13        0.55        0.31  0.44  2.74  2.63  1.82   0.35    0.57   0.35   0.83     1.88   0.32  0.93  0        0      1
2145   0.15   0.56   1.54  -0.17      -0.19      2.29       -0.25       -0.23       0.77        0.13  0.85  2.22  3.94  3.04   0.35    0.53   0.17   0.29     2.25   0.48  1.42  0        0      1
2184   -0.29  -0.58  2.61  0.08       0.48       1.66       0.45        0.27        1.79        0.11  0.75  1.68  3.75  2.60   0.46    0.51   0.16   0.47     4.13   0.46  2.88  1        1      1
2262   -0.70  -0.07  3.96  -0.16      0.30       0.51       0.23        -0.48       1.58        0.11  0.62  1.30  3.45  2.46   0.35    0.95   0.17   0.65     7.47   0.42  4.95  0        0      1
2262   -0.70  -0.07  3.96  0.25       0.17       0.35       0.23        -0.48       1.58        0.11  0.62  1.30  3.45  2.53   0.33    0.76   0.17   0.65     7.47   0.42  4.95  0        0      1
2326   -0.70  -0.34  2.77  0.52       -0.21      0.95       -0.21       0.38        0.77        0.16  0.73  2.28  3.62  2.60   0.26    0.97   0.20   0.49     2.24   0.45  1.55  0        0      1
2326   -0.70  -0.34  2.77  0.13       0.03       0.93       -0.21       0.38        0.77        0.16  0.73  2.28  3.62  2.88   0.24    0.58   0.20   0.49     2.24   0.45  1.55  0        0      1
2326   -0.70  -0.34  2.77  -0.24      0.06       0.59       -0.21       0.38        0.77        0.16  0.73  2.28  3.62  2.73   0.20    0.40   0.20   0.49     2.24   0.45  1.55  0        0      1
2329   0.39   0.80   5.39  -0.24      -0.35      0.68       0.44        -0.21       1.45        0.16  0.48  1.54  3.00  2.00   0.46    0.79   0.24   0.80     5.99   0.36  3.27  0        0      0
2441   0.58   -1.24  5.93  -0.08      -0.32      0.63       0.18        0.98        2.53        0.39  0.43  3.30  2.46  0.97   0.77    1.21   0.40   0.84     1.28   0.31  0.61  0        0      1
2448   0.52   -0.07  0.82  -0.37      0.00       1.24       -0.03       -0.63       1.33        0.18  0.91  3.23  3.96  2.85   0.29    0.76   0.19   0.17     1.03   0.49  0.53  0        0      1
2477   1.29   -0.25  5.78  0.03       0.36       1.63       -0.38       0.10        0.34        0.36  0.44  3.14  2.55  1.58   0.47    0.83   0.38   0.83     1.40   0.32  0.69  0        0      1
2477   1.29   -0.25  5.78  -0.37      -0.16      1.40       -0.38       0.10        0.34        0.36  0.44  3.14  2.55  1.78   0.43    0.64   0.38   0.83     1.40   0.32  0.69  0        0      1
2531   -0.71  0.99   6.06  0.59       -0.91      1.86       0.23        0.34        0.65        0.31  0.42  2.57  2.57  1.24   0.67    1.16   0.36   0.85     2.18   0.31  1.02  0        0      1
2558   0.97   0.13   5.88  -0.14      0.08       0.58       -0.53       -0.36       1.38        0.20  0.44  1.70  2.81  2.01   0.46    0.49   0.28   0.84     5.05   0.33  2.50  0        0      1
2563   -0.41  -0.91  5.36  -0.03      -0.71      1.83       -2.33       1.55        3.60        0.20  0.49  1.96  2.93  2.74   1.27    2.62   0.27   0.80     3.62   0.35  1.97  0        0      1
2563   -0.41  -0.91  5.36  0.43       0.11       0.66       -2.33       1.55        3.60        0.20  0.49  1.96  2.93  2.52   1.04    2.07   0.27   0.80     3.62   0.35  1.97  0        0      1
2588   -0.34  -0.15  0.82  0.45       -0.06      1.36       -0.28       -0.34       0.94        0.09  0.92  1.71  4.17  3.18   0.26    0.84   0.13   0.16     3.74   0.49  1.91  0        0      1
2588   -0.34  -0.15  0.82  0.41       0.23       1.22       -0.28       -0.34       0.94        0.09  0.92  1.71  4.17  3.21   0.24    0.95   0.13   0.16     3.74   0.49  1.91  0        0      1
2595   0.74   0.12   4.49  -0.15      -0.17      0.58       0.59        -0.31       1.33        0.12  0.57  1.31  3.31  2.11   0.35    0.69   0.19   0.72     7.71   0.40  4.83  0        0      0
2660   0.65   -1.20  6.70  -0.79      0.37       1.30       0.23        0.72        1.53        0.41  0.35  2.89  2.25  0.92   0.87    1.13   0.45   0.89     1.76   0.27  0.70  0        0      1
2694   -1.03  -0.15  6.39  0.14       -0.50      1.14       0.37        0.12        0.71        0.23  0.39  1.80  2.61  1.66   0.50    0.72   0.32   0.88     4.69   0.30  2.06  0        0      1
2721   -1.33  0.30   5.76  0.48       0.04       0.60       0.45        0.02        0.75        0.38  0.44  3.37  2.51  1.78   0.35    0.30   0.39   0.83     1.21   0.32  0.60  0        0      0
2721   -1.33  0.30   5.76  0.11       -0.23      0.36       0.45        0.02        0.75        0.38  0.44  3.37  2.51  1.93   0.29    0.48   0.39   0.83     1.21   0.32  0.60  0        0      0
2820   -0.52  0.83   7.24  0.06       -0.32      0.48       0.38        -0.14       0.60        0.23  0.31  1.40  2.38  1.75   0.41    0.46   0.36   0.93     8.51   0.25  2.96  0        0      0
2885   0.87   -0.60  3.16  0.23       0.20       1.04       0.23        0.55        1.71        0.27  0.69  3.66  3.30  2.05   0.40    0.35   0.26   0.55     0.88   0.44  0.60  0        0      1
2986   -0.42  0.39   2.20  0.58       -0.56      3.49       -0.20       -0.40       1.74        0.10  0.79  1.54  3.87  2.16   0.65    0.77   0.15   0.40     4.84   0.47  3.32  0        0      0
3100   0.46   -1.02  5.56  -0.05      0.35       0.98       -0.06       0.41        0.57        0.25  0.47  2.35  2.79  2.11   0.36    0.37   0.31   0.82     2.54   0.34  1.33  0        0      1
3100   0.46   -1.02  5.56  0.10       0.37       0.49       -0.06       0.41        0.57        0.25  0.47  2.35  2.79  2.06   0.27    0.32   0.31   0.82     2.54   0.34  1.33  0        0      1
3200   0.33   1.26   3.96  -0.23      0.15       1.80       0.57        -0.08       1.90        0.37  0.61  4.42  2.92  1.33   0.59    0.87   0.33   0.65     0.62   0.40  0.40  0        0      0
